sweeps,beta,magnetisation,energy,G,seed,r_correlation
0,0.8,1,-4,1,0,10
1,0.8,0.9975,-3.98,0.995,0,10
2,0.8,0.99625,-3.97,0.9925,0,10
3,0.8,0.9975,-3.98,0.995,0,10
4,0.8,0.99,-3.92,0.98,0,10
5,0.8,0.99125,-3.935,0.9825,0,10
6,0.8,0.98875,-3.93,0.9775,0,10
7,0.8,0.9925,-3.945,0.9875,0,10
8,0.8,0.99625,-3.97,0.9925,0,10
9,0.8,0.9975,-3.98,0.995,0,10
10,0.8,0.99875,-3.99,0.9975,0,10
11,0.8,0.9975,-3.98,0.995,0,10
12,0.8,0.99625,-3.975,0.9925,0,10
13,0.8,0.9925,-3.95,0.985,0,10
14,0.8,0.99125,-3.935,0.9825,0,10
15,0.8,0.99375,-3.95,0.9875,0,10
16,0.8,0.995,-3.96,0.99,0,10
17,0.8,0.99125,-3.935,0.9825,0,10
18,0.8,0.9975,-3.98,0.995,0,10
19,0.8,0.9975,-3.98,0.995,0,10
20,0.8,0.99625,-3.97,0.9925,0,10
21,0.8,0.9975,-3.98,0.995,0,10
22,0.8,0.9975,-3.98,0.995,0,10
23,0.8,0.99625,-3.97,0.9925,0,10
24,0.8,0.99375,-3.95,0.9875,0,10
25,0.8,0.9925,-3.945,0.985,0,10
26,0.8,0.9925,-3.955,0.985,0,10
27,0.8,0.9925,-3.955,0.985,0,10
28,0.8,0.9925,-3.95,0.985,0,10
29,0.8,0.9925,-3.945,0.985,0,10
30,0.8,0.995,-3.96,0.99,0,10
31,0.8,0.995,-3.96,0.99,0,10
32,0.8,0.9975,-3.98,0.995,0,10
33,0.8,0.9975,-3.98,0.995,0,10
34,0.8,0.99375,-3.955,0.9875,0,10
35,0.8,0.9925,-3.945,0.985,0,10
36,0.8,0.995,-3.96,0.99,0,10
37,0.8,0.995,-3.96,0.99,0,10
38,0.8,0.9925,-3.945,0.985,0,10
39,0.8,0.99625,-3.97,0.9925,0,10
40,0.8,0.9975,-3.98,0.995,0,10
41,0.8,0.99875,-3.99,0.9975,0,10
42,0.8,0.99625,-3.97,0.9925,0,10
43,0.8,0.9975,-3.98,0.995,0,10
44,0.8,1,-4,1,0,10
45,0.8,0.995,-3.965,0.99,0,10
46,0.8,0.995,-3.96,0.99,0,10
47,0.8,0.995,-3.96,0.99,0,10
48,0.8,0.99875,-3.99,0.9975,0,10
49,0.8,0.99875,-3.99,0.9975,0,10
50,0.8,0.9975,-3.98,0.995,0,10
